○ 범죄 발생 및 검거 현황(전국) [],,,,,,,
죄종별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
도주와도주원조죄,여자검거인원[명],명,3,-,-,1,1
도주와도주원조죄,불상검거인원[명],명,-,-,-,-,-
도주와도주원조죄,법인체[개],개,-,-,-,-,-
독점규제및공정거래에관한법률,발생건수[건],건,5,4,4,7,9
독점규제및공정거래에관한법률,검거건수[건],건,3,2,4,2,5
독점규제및공정거래에관한법률,발생건수 대비 검거건수[%],%,60,50,100,28.6,55.6
독점규제및공정거래에관한법률,검거인원[명],명,2,9,17,17,17
독점규제및공정거래에관한법률,남자검거인원[명],명,1,9,14,11,12
독점규제및공정거래에관한법률,여자검거인원[명],명,1,-,-,5,3
독점규제및공정거래에관한법률,불상검거인원[명],명,-,-,3,1,2
독점규제및공정거래에관한법률,법인체[개],개,2,3,3,2,4
명예에관한죄,발생건수[건],건,28483,25046,27695,28885,29631
명예에관한죄,검거건수[건],건,23015,20647,22049,23197,22683
명예에관한죄,발생건수 대비 검거건수[%],%,80.8,82.4,79.6,80.3,76.6
명예에관한죄,검거인원[명],명,37554,33659,36743,39793,40919
명예에관한죄,남자검거인원[명],명,23524,21083,22087,23545,23442
명예에관한죄,여자검거인원[명],명,9001,8466,9312,10634,11148
명예에관한죄,불상검거인원[명],명,5029,4110,5344,5614,6329
명예에관한죄,법인체[개],개,4,9,16,32,20
무고의죄,발생건수[건],건,3617,3690,4212,4159,4685
무고의죄,검거건수[건],건,3015,3015,3440,3486,3936
무고의죄,발생건수 대비 검거건수[%],%,83.4,81.7,81.7,83.8,84
무고의죄,검거인원[명],명,4841,4839,5639,5756,6260
무고의죄,남자검거인원[명],명,3082,2990,3465,3575,3727
무고의죄,여자검거인원[명],명,1623,1726,1946,2027,2398
무고의죄,불상검거인원[명],명,136,123,228,154,135
무고의죄,법인체[개],개,2,2,11,10,7
문화재보호법,발생건수[건],건,127,164,125,142,107
문화재보호법,검거건수[건],건,115,153,116,138,99
문화재보호법,발생건수 대비 검거건수[%],%,90.6,93.3,92.8,97.2,92.5
문화재보호법,검거인원[명],명,234,261,288,215,169
문화재보호법,남자검거인원[명],명,189,211,193,170,135
문화재보호법,여자검거인원[명],명,40,44,56,37,21
문화재보호법,불상검거인원[명],명,5,6,39,8,13
문화재보호법,법인체[개],개,30,30,25,23,31
밀항단속법,발생건수[건],건,16,3,7,8,3
밀항단속법,검거건수[건],건,16,3,7,6,3
밀항단속법,발생건수 대비 검거건수[%],%,100,100,100,75,100
밀항단속법,검거인원[명],명,19,15,21,12,29
밀항단속법,남자검거인원[명],명,12,14,19,9,27
밀항단속법,여자검거인원[명],명,7,1,2,3,2
밀항단속법,불상검거인원[명],명,-,-,-,-,-
밀항단속법,법인체[개],개,-,-,-,-,-
방문판매등에관한법률,발생건수[건],건,173,174,118,148,187
방문판매등에관한법률,검거건수[건],건,156,168,112,125,176
방문판매등에관한법률,발생건수 대비 검거건수[%],%,90.2,96.6,94.9,84.5,94.1
방문판매등에관한법률,검거인원[명],명,701,1378,799,1090,837
방문판매등에관한법률,남자검거인원[명],명,449,794,366,400,425
방문판매등에관한법률,여자검거인원[명],명,241,573,420,645,393
방문판매등에관한법률,불상검거인원[명],명,11,11,13,45,19
방문판매등에관한법률,법인체[개],개,29,28,26,18,41
배타적경제수역의외국인어업등에관한법률,발생건수[건],건,213,151,105,98,13
배타적경제수역의외국인어업등에관한법률,검거건수[건],건,213,150,104,98,13
배타적경제수역의외국인어업등에관한법률,발생건수 대비 검거건수[%],%,100,99.3,99,100,100
배타적경제수역의외국인어업등에관한법률,검거인원[명],명,348,193,138,127,21
배타적경제수역의외국인어업등에관한법률,남자검거인원[명],명,348,193,138,126,21
배타적경제수역의외국인어업등에관한법률,여자검거인원[명],명,-,-,-,-,-
배타적경제수역의외국인어업등에관한법률,불상검거인원[명],명,-,-,-,1,-
배타적경제수역의외국인어업등에관한법률,법인체[개],개,-,-,-,-,-
범인은닉·범인도피죄,발생건수[건],건,119,103,96,101,119
범인은닉·범인도피죄,검거건수[건],건,115,100,90,99,110
범인은닉·범인도피죄,발생건수 대비 검거건수[%],%,96.6,97.1,93.8,98,92.4
범인은닉·범인도피죄,검거인원[명],명,733,648,449,514,487
범인은닉·범인도피죄,남자검거인원[명],명,542,463,346,380,340
범인은닉·범인도피죄,여자검거인원[명],명,190,183,102,130,146
범인은닉·범인도피죄,불상검거인원[명],명,1,2,1,4,1
범인은닉·범인도피죄,법인체[개],개,-,-,-,-,-
변호사법,발생건수[건],건,368,302,395,311,292
변호사법,검거건수[건],건,336,267,329,262,243
변호사법,발생건수 대비 검거건수[%],%,91.3,88.4,83.3,84.2,83.2
변호사법,검거인원[명],명,569,456,612,481,460
변호사법,남자검거인원[명],명,506,381,526,418,405
변호사법,여자검거인원[명],명,49,63,71,56,41
변호사법,불상검거인원[명],명,14,12,15,7,14
변호사법,법인체[개],개,3,1,1,1,7
보안관찰법,발생건수[건],건,7,1,-,-,-
보안관찰법,검거건수[건],건,7,1,-,-,-
보안관찰법,발생건수 대비 검거건수[%],%,100,100,-,-,-
보안관찰법,검거인원[명],명,7,1,-,-,-
보안관찰법,남자검거인원[명],명,7,1,-,-,-
보안관찰법,여자검거인원[명],명,-,-,-,-,-
보안관찰법,불상검거인원[명],명,-,-,-,-,-
보안관찰법,법인체[개],개,-,-,-,-,-
부정경쟁방지및영업비밀보호에관한법률,발생건수[건],건,502,419,552,493,567
부정경쟁방지및영업비밀보호에관한법률,검거건수[건],건,462,365,482,438,498
부정경쟁방지및영업비밀보호에관한법률,발생건수 대비 검거건수[%],%,92,87.1,87.3,88.8,87.8
부정경쟁방지및영업비밀보호에관한법률,검거인원[명],명,1025,870,1025,945,1117
부정경쟁방지및영업비밀보호에관한법률,남자검거인원[명],명,835,704,758,754,868
부정경쟁방지및영업비밀보호에관한법률,여자검거인원[명],명,156,124,230,157,210
부정경쟁방지및영업비밀보호에관한법률,불상검거인원[명],명,34,42,37,34,39
부정경쟁방지및영업비밀보호에관한법률,법인체[개],개,141,132,151,193,199
비밀침해죄,발생건수[건],건,87,97,93,120,138
비밀침해죄,검거건수[건],건,63,58,66,88,95
비밀침해죄,발생건수 대비 검거건수[%],%,72.4,59.8,71,73.3,68.8
비밀침해죄,검거인원[명],명,103,121,103,142,167
비밀침해죄,남자검거인원[명],명,54,55,59,60,83
비밀침해죄,여자검거인원[명],명,33,24,32,51,58
비밀침해죄,불상검거인원[명],명,16,42,12,31,26
비밀침해죄,법인체[개],개,-,1,-,-,-
비파괴검사기술의진흥및관리에관한법률,발생건수[건],건,,,995,2,-
비파괴검사기술의진흥및관리에관한법률,검거건수[건],건,,,994,2,-
비파괴검사기술의진흥및관리에관한법률,발생건수 대비 검거건수[%],%,,,99.9,100,-
비파괴검사기술의진흥및관리에관한법률,검거인원[명],명,,,9,3,38
비파괴검사기술의진흥및관리에관한법률,남자검거인원[명],명,,,9,3,38
비파괴검사기술의진흥및관리에관한법률,여자검거인원[명],명,,,-,-,-
비파괴검사기술의진흥및관리에관한법률,불상검거인원[명],명,,,-,-,-
비파괴검사기술의진흥및관리에관한법률,법인체[개],개,,,5,2,-
사격및사격장단속법,발생건수[건],건,-,-,3,-,-
사격및사격장단속법,검거건수[건],건,-,-,3,-,-
사격및사격장단속법,발생건수 대비 검거건수[%],%,-,-,100,-,-
사격및사격장단속법,검거인원[명],명,-,-,4,-,-
사격및사격장단속법,남자검거인원[명],명,-,-,3,-,-
사격및사격장단속법,여자검거인원[명],명,-,-,1,-,-
사격및사격장단속법,불상검거인원[명],명,-,-,-,-,-
사격및사격장단속법,법인체[개],개,-,-,-,-,-
산림법,발생건수[건],건,3,1,2,3,224
산림법,검거건수[건],건,2,1,-,2,160
산림법,발생건수 대비 검거건수[%],%,66.7,100,-,66.7,71.4
산림법,검거인원[명],명,3,1,-,2,279
산림법,남자검거인원[명],명,-,1,-,2,219
산림법,여자검거인원[명],명,1,-,-,-,29
산림법,불상검거인원[명],명,2,-,-,-,31
산림법,법인체[개],개,-,-,-,-,4
생명윤리및안전에관한법률,발생건수[건],건,1,-,3,7,9
생명윤리및안전에관한법률,검거건수[건],건,1,-,3,5,8
생명윤리및안전에관한법률,발생건수 대비 검거건수[%],%,100,-,100,71.4,88.9
생명윤리및안전에관한법률,검거인원[명],명,2,2,11,12,13
생명윤리및안전에관한법률,남자검거인원[명],명,2,1,1,10,12
생명윤리및안전에관한법률,여자검거인원[명],명,-,1,10,2,1
생명윤리및안전에관한법률,불상검거인원[명],명,-,-,-,-,-
생명윤리및안전에관한법률,법인체[개],개,-,-,-,1,5
석유및석유대체연료사업법,발생건수[건],건,730,987,1549,1309,976
석유및석유대체연료사업법,검거건수[건],건,720,975,1462,1303,968
석유및석유대체연료사업법,발생건수 대비 검거건수[%],%,98.6,98.8,94.4,99.5,99.2
석유및석유대체연료사업법,검거인원[명],명,1247,1216,1040,1133,692
석유및석유대체연료사업법,남자검거인원[명],명,1102,1061,902,995,607
석유및석유대체연료사업법,여자검거인원[명],명,140,150,131,135,82
석유및석유대체연료사업법,불상검거인원[명],명,5,5,7,3,3
석유및석유대체연료사업법,법인체[개],개,94,63,116,171,83
선박안전법,발생건수[건],건,2669,2288,1946,1109,1937
선박안전법,검거건수[건],건,2668,2287,1948,1106,1844
선박안전법,발생건수 대비 검거건수[%],%,100,100,100.1,99.7,95.2
선박안전법,검거인원[명],명,302,348,241,254,210
선박안전법,남자검거인원[명],명,294,336,227,246,208
선박안전법,여자검거인원[명],명,8,12,12,7,2
선박안전법,불상검거인원[명],명,-,-,2,1,-
선박안전법,법인체[개],개,86,77,82,78,83
선박직원법,발생건수[건],건,639,600,2178,2201,4322
선박직원법,검거건수[건],건,375,595,2175,2198,4319
선박직원법,발생건수 대비 검거건수[%],%,58.7,99.2,99.9,99.9,99.9
선박직원법,검거인원[명],명,205,198,179,147,220
선박직원법,남자검거인원[명],명,199,193,171,144,214
선박직원법,여자검거인원[명],명,6,5,8,3,6
선박직원법,불상검거인원[명],명,-,-,-,-,-
선박직원법,법인체[개],개,28,12,12,18,14
성매매방지및피해자보호등에관한법률위반,발생건수[건],건,17,7,49,13,13
성매매방지및피해자보호등에관한법률위반,검거건수[건],건,16,6,44,10,11
성매매방지및피해자보호등에관한법률위반,발생건수 대비 검거건수[%],%,94.1,85.7,89.8,76.9,84.6
성매매방지및피해자보호등에관한법률위반,검거인원[명],명,23,10,58,29,29
성매매방지및피해자보호등에관한법률위반,남자검거인원[명],명,17,5,37,16,16
성매매방지및피해자보호등에관한법률위반,여자검거인원[명],명,3,4,19,11,10
성매매방지및피해자보호등에관한법률위반,불상검거인원[명],명,3,1,2,2,3
성매매방지및피해자보호등에관한법률위반,법인체[개],개,-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매),발생건수[건],건,7268,4758,2628,1712,1027
성매매알선등행위의처벌에관한법률위반(성매매),검거건수[건],건,7177,4719,2573,1695,1009
성매매알선등행위의처벌에관한법률위반(성매매),발생건수 대비 검거건수[%],%,98.7,99.2,97.9,99,98.2
성매매알선등행위의처벌에관한법률위반(성매매),검거인원[명],명,17982,9040,5510,3874,2572
성매매알선등행위의처벌에관한법률위반(성매매),남자검거인원[명],명,13512,5694,3144,2361,1600
성매매알선등행위의처벌에관한법률위반(성매매),여자검거인원[명],명,4274,3118,2167,1420,904
성매매알선등행위의처벌에관한법률위반(성매매),불상검거인원[명],명,196,228,199,93,68
성매매알선등행위의처벌에관한법률위반(성매매),법인체[개],개,1,1,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매강요등),발생건수[건],건,29,27,26,23,16
성매매알선등행위의처벌에관한법률위반(성매매강요등),검거건수[건],건,29,27,24,18,12
성매매알선등행위의처벌에관한법률위반(성매매강요등),발생건수 대비 검거건수[%],%,100,100,92.3,78.3,75
성매매알선등행위의처벌에관한법률위반(성매매강요등),검거인원[명],명,54,53,53,54,51
성매매알선등행위의처벌에관한법률위반(성매매강요등),남자검거인원[명],명,36,28,32,32,40
성매매알선등행위의처벌에관한법률위반(성매매강요등),여자검거인원[명],명,18,25,21,20,9
성매매알선등행위의처벌에관한법률위반(성매매강요등),불상검거인원[명],명,-,-,-,2,2
성매매알선등행위의처벌에관한법률위반(성매매강요등),법인체[개],개,-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매광고),발생건수[건],건,161,129,237,200,315
성매매알선등행위의처벌에관한법률위반(성매매광고),검거건수[건],건,131,118,215,193,300
성매매알선등행위의처벌에관한법률위반(성매매광고),발생건수 대비 검거건수[%],%,81.4,91.5,90.7,96.5,95.2
성매매알선등행위의처벌에관한법률위반(성매매광고),검거인원[명],명,179,142,269,307,339
성매매알선등행위의처벌에관한법률위반(성매매광고),남자검거인원[명],명,122,97,124,158,63
성매매알선등행위의처벌에관한법률위반(성매매광고),여자검거인원[명],명,27,33,113,135,254
성매매알선등행위의처벌에관한법률위반(성매매광고),불상검거인원[명],명,30,12,32,14,22
성매매알선등행위의처벌에관한법률위반(성매매광고),법인체[개],개,-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매알선등),발생건수[건],건,3998,3131,2016,1768,1090
성매매알선등행위의처벌에관한법률위반(성매매알선등),검거건수[건],건,3969,3075,1969,1747,1057
성매매알선등행위의처벌에관한법률위반(성매매알선등),발생건수 대비 검거건수[%],%,99.3,98.2,97.7,98.8,97
성매매알선등행위의처벌에관한법률위반(성매매알선등),검거인원[명],명,13026,7625,5284,5121,3480
성매매알선등행위의처벌에관한법률위반(성매매알선등),남자검거인원[명],명,7552,4297,2900,2858,1903
성매매알선등행위의처벌에관한법률위반(성매매알선등),여자검거인원[명],명,5318,3183,2270,2193,1498
성매매알선등행위의처벌에관한법률위반(성매매알선등),불상검거인원[명],명,156,145,114,70,79
성매매알선등행위의처벌에관한법률위반(성매매알선등),법인체[개],개,4,2,4,3,3
성매매알선등행위의처벌에관한법률위반(아동·청소년),발생건수[건],건,2,5,7,2,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),검거건수[건],건,2,5,6,2,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),발생건수 대비 검거건수[%],%,100,100,85.7,100,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),검거인원[명],명,11,10,18,4,3
성매매알선등행위의처벌에관한법률위반(아동·청소년),남자검거인원[명],명,4,1,-,2,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),여자검거인원[명],명,7,8,16,2,3
성매매알선등행위의처벌에관한법률위반(아동·청소년),불상검거인원[명],명,-,1,2,-,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),법인체[개],개,-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(기타),발생건수[건],건,3802,2071,1792,1352,941
성매매알선등행위의처벌에관한법률위반(기타),검거건수[건],건,3759,2035,1751,1282,772
성매매알선등행위의처벌에관한법률위반(기타),발생건수 대비 검거건수[%],%,98.9,98.3,97.7,94.8,82
성매매알선등행위의처벌에관한법률위반(기타),검거인원[명],명,10620,4862,4266,3898,2545
성매매알선등행위의처벌에관한법률위반(기타),남자검거인원[명],명,6701,2741,2455,2117,1273
성매매알선등행위의처벌에관한법률위반(기타),여자검거인원[명],명,3754,1994,1647,1618,1054
성매매알선등행위의처벌에관한법률위반(기타),불상검거인원[명],명,165,127,164,163,218
성매매알선등행위의처벌에관한법률위반(기타),법인체[개],개,5,-,2,3,1
성폭력범죄의처벌등에관한특례법(기타),발생건수[건],건,2853,2487,4462,5089,5934
성폭력범죄의처벌등에관한특례법(기타),검거건수[건],건,2719,2334,4217,4842,5655
성폭력범죄의처벌등에관한특례법(기타),발생건수 대비 검거건수[%],%,95.3,93.8,94.5,95.1,95.3
성폭력범죄의처벌등에관한특례법(기타),검거인원[명],명,2942,2523,4489,5302,6122
성폭력범죄의처벌등에관한특례법(기타),남자검거인원[명],명,2876,2451,4378,5176,5938
성폭력범죄의처벌등에관한특례법(기타),여자검거인원[명],명,33,35,73,88,131
성폭력범죄의처벌등에관한특례법(기타),불상검거인원[명],명,33,37,38,38,53
성폭력범죄의처벌등에관한특례법(기타),법인체[개],개,-,1,-,-,-
소방기본법,발생건수[건],건,40,28,26,17,12
소방기본법,검거건수[건],건,40,24,21,16,12
소방기본법,발생건수 대비 검거건수[%],%,100,85.7,80.8,94.1,100
소방기본법,검거인원[명],명,40,32,33,20,11
소방기본법,남자검거인원[명],명,34,27,20,17,9
소방기본법,여자검거인원[명],명,6,2,7,2,2
소방기본법,불상검거인원[명],명,-,3,6,1,-
소방기본법,법인체[개],개,-,-,-,-,-
수도법,발생건수[건],건,118,184,146,124,161
수도법,검거건수[건],건,111,186,144,118,157
수도법,발생건수 대비 검거건수[%],%,94.1,101.1,98.6,95.2,97.5
수도법,검거인원[명],명,138,190,167,136,194
수도법,남자검거인원[명],명,120,172,143,114,167
수도법,여자검거인원[명],명,18,17,24,18,27
수도법,불상검거인원[명],명,-,1,-,4,-
수도법,법인체[개],개,11,20,22,15,14
수산업법,발생건수[건],건,3833,4197,2419,3516,5261
수산업법,검거건수[건],건,3840,4176,2422,3506,5265
수산업법,발생건수 대비 검거건수[%],%,100.2,99.5,100.1,99.7,100.1
수산업법,검거인원[명],명,840,911,884,920,884
수산업법,남자검거인원[명],명,791,882,838,860,840
수산업법,여자검거인원[명],명,43,29,45,53,42
수산업법,불상검거인원[명],명,6,-,1,7,2
수산업법,법인체[개],개,5,8,7,10,6
신앙에관한죄,발생건수[건],건,263,308,360,342,217
신앙에관한죄,검거건수[건],건,227,249,311,306,159
신앙에관한죄,발생건수 대비 검거건수[%],%,86.3,80.8,86.4,89.5,73.3
신앙에관한죄,검거인원[명],명,507,543,974,928,320
신앙에관한죄,남자검거인원[명],명,367,393,607,486,219
신앙에관한죄,여자검거인원[명],명,100,92,240,384,67
신앙에관한죄,불상검거인원[명],명,40,58,127,58,34
신앙에관한죄,법인체[개],개,1,-,4,2,-
신용정보의이용및보호에관한법률,발생건수[건],건,43,58,17,33,44
신용정보의이용및보호에관한법률,검거건수[건],건,36,55,17,32,40
신용정보의이용및보호에관한법률,발생건수 대비 검거건수[%],%,83.7,94.8,100,97,90.9
신용정보의이용및보호에관한법률,검거인원[명],명,65,118,105,86,110
신용정보의이용및보호에관한법률,남자검거인원[명],명,37,94,56,45,60
신용정보의이용및보호에관한법률,여자검거인원[명],명,16,22,49,35,45
신용정보의이용및보호에관한법률,불상검거인원[명],명,12,2,-,6,5
신용정보의이용및보호에관한법률,법인체[개],개,10,3,7,9,4
실화및업무상실화죄,발생건수[건],건,2019,2322,2171,2304,2358
실화및업무상실화죄,검거건수[건],건,1635,1865,1741,1867,1843
실화및업무상실화죄,발생건수 대비 검거건수[%],%,81,80.3,80.2,81,78.2
실화및업무상실화죄,검거인원[명],명,1824,2075,2022,2103,2108
실화및업무상실화죄,남자검거인원[명],명,1465,1651,1614,1675,1699
실화및업무상실화죄,여자검거인원[명],명,349,402,366,397,387
실화및업무상실화죄,불상검거인원[명],명,10,22,42,31,22
실화및업무상실화죄,법인체[개],개,-,2,-,-,2
아동·청소년의성보호에관한법률위반(강요행위등),발생건수[건],건,64,74,57,47,57
아동·청소년의성보호에관한법률위반(강요행위등),검거건수[건],건,63,73,55,46,56
아동·청소년의성보호에관한법률위반(강요행위등),발생건수 대비 검거건수[%],%,98.4,98.6,96.5,97.9,98.2
아동·청소년의성보호에관한법률위반(강요행위등),검거인원[명],명,250,192,169,168,178
아동·청소년의성보호에관한법률위반(강요행위등),남자검거인원[명],명,177,123,86,97,110
아동·청소년의성보호에관한법률위반(강요행위등),여자검거인원[명],명,70,64,70,61,64
아동·청소년의성보호에관한법률위반(강요행위등),불상검거인원[명],명,3,5,13,10,4
아동·청소년의성보호에관한법률위반(강요행위등),법인체[개],개,-,-,-,-,-
아동·청소년의성보호에관한법률위반(매매),발생건수[건],건,8,12,6,5,12
아동·청소년의성보호에관한법률위반(매매),검거건수[건],건,6,9,5,3,10
아동·청소년의성보호에관한법률위반(매매),발생건수 대비 검거건수[%],%,75,75,83.3,60,83.3
아동·청소년의성보호에관한법률위반(매매),검거인원[명],명,8,18,20,9,14
아동·청소년의성보호에관한법률위반(매매),남자검거인원[명],명,5,11,15,7,8
아동·청소년의성보호에관한법률위반(매매),여자검거인원[명],명,-,4,2,-,2
아동·청소년의성보호에관한법률위반(매매),불상검거인원[명],명,3,3,3,2,4
아동·청소년의성보호에관한법률위반(매매),법인체[개],개,-,-,-,-,-
아동·청소년의성보호에관한법률위반(성매수등),발생건수[건],건,247,523,203,190,137
아동·청소년의성보호에관한법률위반(성매수등),검거건수[건],건,239,491,195,176,128
아동·청소년의성보호에관한법률위반(성매수등),발생건수 대비 검거건수[%],%,96.8,93.9,96.1,92.6,93.4
아동·청소년의성보호에관한법률위반(성매수등),검거인원[명],명,495,682,322,398,395
아동·청소년의성보호에관한법률위반(성매수등),남자검거인원[명],명,440,600,273,350,342
아동·청소년의성보호에관한법률위반(성매수등),여자검거인원[명],명,20,30,32,25,28
아동·청소년의성보호에관한법률위반(성매수등),불상검거인원[명],명,35,52,17,23,25
아동·청소년의성보호에관한법률위반(성매수등),법인체[개],개,-,-,-,-,-
아동·청소년의성보호에관한법률위반(알선영업행위등),발생건수[건],건,87,114,69,65,68
아동·청소년의성보호에관한법률위반(알선영업행위등),검거건수[건],건,87,110,68,63,66
아동·청소년의성보호에관한법률위반(알선영업행위등),발생건수 대비 검거건수[%],%,100,96.5,98.6,96.9,97.1
아동·청소년의성보호에관한법률위반(알선영업행위등),검거인원[명],명,275,246,200,151,165
아동·청소년의성보호에관한법률위반(알선영업행위등),남자검거인원[명],명,215,169,145,122,119
아동·청소년의성보호에관한법률위반(알선영업행위등),여자검거인원[명],명,53,74,51,25,34
아동·청소년의성보호에관한법률위반(알선영업행위등),불상검거인원[명],명,7,3,4,4,12
아동·청소년의성보호에관한법률위반(알선영업행위등),법인체[개],개,-,-,-,-,-
아동·청소년의성보호에관한법률위반(기타),발생건수[건],건,349,347,415,353,573
아동·청소년의성보호에관한법률위반(기타),검거건수[건],건,308,316,389,310,508
아동·청소년의성보호에관한법률위반(기타),발생건수 대비 검거건수[%],%,88.3,91.1,93.7,87.8,88.7
아동·청소년의성보호에관한법률위반(기타),검거인원[명],명,436,430,477,434,623
아동·청소년의성보호에관한법률위반(기타),남자검거인원[명],명,357,347,413,351,541
아동·청소년의성보호에관한법률위반(기타),여자검거인원[명],명,48,38,41,39,43
아동·청소년의성보호에관한법률위반(기타),불상검거인원[명],명,31,45,23,44,39
아동·청소년의성보호에관한법률위반(기타),법인체[개],개,-,-,-,1,-
아동복지법위반(무아동복지시설의 의무위반 등),발생건수[건],건,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),검거건수[건],건,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),발생건수 대비 검거건수[%],%,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),검거인원[명],명,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),남자검거인원[명],명,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),여자검거인원[명],명,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),불상검거인원[명],명,-,-,-,-,-
아동복지법위반(무아동복지시설의 의무위반 등),법인체[개],개,-,-,-,-,-
아동복지법위반(유기·학대 등),발생건수[건],건,1537,1822,1664,2215,2637
아동복지법위반(유기·학대 등),검거건수[건],건,1516,1790,1641,2157,2575
아동복지법위반(유기·학대 등),발생건수 대비 검거건수[%],%,98.6,98.2,98.6,97.4,97.6
아동복지법위반(유기·학대 등),검거인원[명],명,1804,2194,2049,2749,3227
아동복지법위반(유기·학대 등),남자검거인원[명],명,910,1092,1089,1464,1754
아동복지법위반(유기·학대 등),여자검거인원[명],명,888,1091,948,1256,1443
아동복지법위반(유기·학대 등),불상검거인원[명],명,6,11,12,29,30
아동복지법위반(유기·학대 등),법인체[개],개,4,2,4,6,5
아동복지법(기타),발생건수[건],건,1575,1780,2361,3138,3448
아동복지법(기타),검거건수[건],건,1552,1758,2311,3074,3383
아동복지법(기타),발생건수 대비 검거건수[%],%,98.5,98.8,97.9,98,98.1
아동복지법(기타),검거인원[명],명,1998,2303,3012,3960,4316
아동복지법(기타),남자검거인원[명],명,981,1123,1488,2106,2214
아동복지법(기타),여자검거인원[명],명,1007,1172,1505,1826,2074
아동복지법(기타),불상검거인원[명],명,10,8,19,28,28
아동복지법(기타),법인체[개],개,5,5,5,13,11
아동학대처벌법위반(비밀유지의무위반 등),발생건수[건],건,-,-,-,2,1
아동학대처벌법위반(비밀유지의무위반 등),검거건수[건],건,-,-,-,2,1
아동학대처벌법위반(비밀유지의무위반 등),발생건수 대비 검거건수[%],%,-,-,-,100,100
아동학대처벌법위반(비밀유지의무위반 등),검거인원[명],명,-,-,1,4,1
아동학대처벌법위반(비밀유지의무위반 등),남자검거인원[명],명,-,-,-,3,1
아동학대처벌법위반(비밀유지의무위반 등),여자검거인원[명],명,-,-,1,1,-
아동학대처벌법위반(비밀유지의무위반 등),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(비밀유지의무위반 등),법인체[개],개,-,-,-,-,-
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),발생건수[건],건,41,78,102,97,98
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),검거건수[건],건,41,78,101,95,97
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),발생건수 대비 검거건수[%],%,100,100,99,97.9,99
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),검거인원[명],명,67,123,169,217,173
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),남자검거인원[명],명,8,17,28,43,27
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),여자검거인원[명],명,59,106,141,172,145
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),불상검거인원[명],명,-,-,-,2,1
아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),법인체[개],개,1,2,-,1,1
아동학대처벌법위반(업무수행 방해 등),발생건수[건],건,-,1,-,-,2
아동학대처벌법위반(업무수행 방해 등),검거건수[건],건,-,1,-,-,2
아동학대처벌법위반(업무수행 방해 등),발생건수 대비 검거건수[%],%,-,100,-,-,100
아동학대처벌법위반(업무수행 방해 등),검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(업무수행 방해 등),남자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(업무수행 방해 등),여자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(업무수행 방해 등),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(업무수행 방해 등),법인체[개],개,-,-,-,-,-
아동학대처벌법위반(유기·학대 등),발생건수[건],건,17,14,19,33,29
아동학대처벌법위반(유기·학대 등),검거건수[건],건,17,14,19,33,28
아동학대처벌법위반(유기·학대 등),발생건수 대비 검거건수[%],%,100,100,100,100,96.6
아동학대처벌법위반(유기·학대 등),검거인원[명],명,18,19,29,54,41
아동학대처벌법위반(유기·학대 등),남자검거인원[명],명,7,10,13,27,16
아동학대처벌법위반(유기·학대 등),여자검거인원[명],명,11,9,16,27,25
아동학대처벌법위반(유기·학대 등),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(유기·학대 등),법인체[개],개,-,-,-,-,-
아동학대처벌법위반(처분 불이행 등),발생건수[건],건,20,26,30,42,42
아동학대처벌법위반(처분 불이행 등),검거건수[건],건,20,25,30,42,36
아동학대처벌법위반(처분 불이행 등),발생건수 대비 검거건수[%],%,100,96.2,100,100,85.7
아동학대처벌법위반(처분 불이행 등),검거인원[명],명,18,27,19,48,36
